字段1,字段1_link,字段2,字段3,字段4,字段5,字段6
Fixed Term Part-Time Cleaner,https://www.seek.co.nz/job/50606341?type=standout#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Calder Stewart,location: OtagoOtagoarea: Rest of OtagoRest of Otago,classification: Trades & ServicesTrades & ServicessubClassification: Cleaning ServicesCleaning Services,"1d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Cleaning ServicesCleaning Services
General Labourer's Required,https://www.seek.co.nz/job/50577092?type=standard#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Superior Personnel Ltd,location: AucklandAucklandarea: Manukau & East AucklandManukau & East Auckland,classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"7d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers
Works Labourer,https://www.seek.co.nz/job/50577240?type=standout#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Join Our Team,"location: WaikatoWaikatoarea: Rest of WaikatoRest of Waikato,$18.90 - 22.52",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"7d ago,at",$18.90 - 22.52
General Labourer,https://www.seek.co.nz/job/50591295?type=standout#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Enterprise Recruitment,"location: WellingtonWellingtonarea: Wellington CentralWellington Central,Competitive",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"5d ago,at",Competitive
Apprentice Carpenter - Queenstown,https://www.seek.co.nz/job/50591173?type=standout#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Naylor Love,location: OtagoOtagoarea: Queenstown & WanakaQueenstown & Wanaka,classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades,"5d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades
Worker/Apprentice,https://www.seek.co.nz/job/50585922?type=standard#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Coast Carpets,location: AucklandAucklandarea: Rodney & North ShoreRodney & North Shore,classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"6d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers
Housekeeper - not cleaner!,https://www.seek.co.nz/job/50597847?type=standard#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Erskine & Owen,"location: AucklandAucklandarea: Auckland CentralAuckland Central,$20 - $29.99 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Cleaning ServicesCleaning Services,"2d ago,at",$20 - $29.99 per hour
Heat Pump & Ducted System Installer,https://www.seek.co.nz/job/50612770?type=standout#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Nice Energy Group Limited,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Air Conditioning & RefrigerationAir Conditioning & Refrigeration,"16h ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Air Conditioning & RefrigerationAir Conditioning & Refrigeration
Labourer,https://www.seek.co.nz/job/50613172?type=standout#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Fulton Hogan,"location: AucklandAucklandarea: Waitakere & West AucklandWaitakere & West Auckland,To be discussed with the successful candidate",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"6h ago,at",To be discussed with the successful candidate
Gardener,https://www.seek.co.nz/job/50613507?type=standout#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Summerset,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: Gardening & LandscapingGardening & Landscaping,"4h ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Gardening & LandscapingGardening & Landscaping
Civil Labourer,https://www.seek.co.nz/job/50604107?type=standard#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Stellar Recruitment,location: AucklandAucklandarea: Papakura & FranklinPapakura & Franklin,classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"2d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers
LC1 Maintenance Technician,https://www.seek.co.nz/job/50613875?type=standout#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Rocket Lab,location: Hawkes BayHawkes Bayarea: Rest of Hawkes BayRest of Hawkes Bay,classification: Trades & ServicesTrades & ServicessubClassification: TechniciansTechnicians,"3h ago,at",classification: Trades & ServicesTrades & ServicessubClassification: TechniciansTechnicians
Washroom Service Person,https://www.seek.co.nz/job/50605944?type=standard#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Hygiene Systems,location: AucklandAucklandarea: Rodney & North ShoreRodney & North Shore,classification: Trades & ServicesTrades & ServicessubClassification: Cleaning ServicesCleaning Services,"1d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Cleaning ServicesCleaning Services
Apprentice Greenkeeper,https://www.seek.co.nz/job/50572321?type=standard#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Templeton Golf Club,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: Gardening & LandscapingGardening & Landscaping,"7d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Gardening & LandscapingGardening & Landscaping
Labourer - MUST HAVE EWP,https://www.seek.co.nz/job/50614132?type=standout#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Tech 5 Recruitment Ltd,"location: CanterburyCanterburyarea: ChristchurchChristchurch,$20+ p/hour based on experience",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"2h ago,at",$20+ p/hour based on experience
Weed trimmer trainee,https://www.seek.co.nz/job/50587823?type=standard#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,1st Call Recruitment,location: Bay of PlentyBay of Plentyarea: TaurangaTauranga,classification: Trades & ServicesTrades & ServicessubClassification: Maintenance & Handyperson ServicesMaintenance & Handyperson Services,"5d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Maintenance & Handyperson ServicesMaintenance & Handyperson Services
Louvre Installer,https://www.seek.co.nz/job/50601491?type=standard#searchRequestToken=089020c0-b1a5-4010-96bf-ab0d25768f1c,Jora New Zealand,location: Bay of PlentyBay of Plentyarea: TaurangaTauranga,classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades,"2d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades
Experienced Aluminium Installers and Glaziers,https://www.seek.co.nz/job/50604286?type=promoted#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Aluminium Installation and Services Ltd,location: AucklandAucklandarea: Manukau & East AucklandManukau & East Auckland,classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades,"Featured,at",classification: Trades & ServicesTrades & ServicessubClassification: Building TradesBuilding Trades
MICROBLADING TEAM LEADER,https://www.seek.co.nz/job/50572674?type=promoted#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,OFF & ON,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"Featured,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Civil Drainage Labourer,https://www.seek.co.nz/job/50614691?type=standard#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,The Drainage Company Limited,"location: AucklandAucklandarea: Rodney & North ShoreRodney & North Shore,$20 - $24.99 per hour",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"1h ago,at",$20 - $24.99 per hour
Quality Assistant (Christchurch),https://www.seek.co.nz/job/50582912?type=standout#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Human Connections Group,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: OtherOther,"6d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: OtherOther
Traffic Control,https://www.seek.co.nz/job/50608265?type=standard#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Jora New Zealand,location: OtagoOtagoarea: Queenstown & WanakaQueenstown & Wanaka,classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"23h ago,at",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers
General Labourers,https://www.seek.co.nz/job/50606305?type=standout#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Alignz Recruitment,location: Bay of PlentyBay of Plentyarea: TaurangaTauranga,classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"1d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers
Drainlayer,https://www.seek.co.nz/job/50607864?type=standard#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Jora New Zealand,location: OtagoOtagoarea: Rest of OtagoRest of Otago,classification: Trades & ServicesTrades & ServicessubClassification: PlumbersPlumbers,"1d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: PlumbersPlumbers
Entry Level Refrigeration / Aircon Installer,https://www.seek.co.nz/job/50581861?type=standard#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Protocol Personnel Services Ltd,location: AucklandAuckland,classification: Trades & ServicesTrades & ServicessubClassification: Air Conditioning & RefrigerationAir Conditioning & Refrigeration,"6d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Air Conditioning & RefrigerationAir Conditioning & Refrigeration
Traffic Control,https://www.seek.co.nz/job/50608087?type=standard#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Jora New Zealand,location: OtagoOtagoarea: Rest of OtagoRest of Otago,classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"1d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers
Mechanically-minded Customer Service Person,https://www.seek.co.nz/job/50574527?type=standout#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Ultraquip Hire,location: MarlboroughMarlborougharea: BlenheimBlenheim,classification: Trades & ServicesTrades & ServicessubClassification: OtherOther,"7d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: OtherOther
Labourer/Digger Operator,https://www.seek.co.nz/job/50615685?type=standout#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Tech 5 Recruitment Ltd,"location: CanterburyCanterburyarea: ChristchurchChristchurch,$20-$21 hour depending on experience",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"5m ago,at",$20-$21 hour depending on experience
Wind Technician,https://www.seek.co.nz/job/50586185?type=standout#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Meridian,location: SouthlandSouthlandarea: Rest of SouthlandRest of Southland,classification: Trades & ServicesTrades & ServicessubClassification: TechniciansTechnicians,"6d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: TechniciansTechnicians
Skilled Labourer,https://www.seek.co.nz/job/50588469?type=standard#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,PJS Contacting (2011) Ltd,location: GisborneGisbornearea: GisborneGisborne,classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"5d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers
Yard Person,https://www.seek.co.nz/job/50562014?type=standout#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,NetYourJob,location: AucklandAucklandarea: Rodney & North ShoreRodney & North Shore,classification: Trades & ServicesTrades & ServicessubClassification: Automotive TradesAutomotive Trades,"9d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Automotive TradesAutomotive Trades
Labourer,https://www.seek.co.nz/job/50589015?type=standard#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Jora New Zealand,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"5d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers
Bin Deliverer,https://www.seek.co.nz/job/50608648?type=standout#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Waste Management NZ Limited,location: OtagoOtagoarea: Queenstown & WanakaQueenstown & Wanaka,classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"23h ago,at",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers
Traffic Control,https://www.seek.co.nz/job/50607983?type=standard#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,Jora New Zealand,location: OtagoOtagoarea: Queenstown & WanakaQueenstown & Wanaka,classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers,"1d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: LabourersLabourers
Home Handyman or Women - Otago / Southland,https://www.seek.co.nz/job/50567557?type=standard#searchRequestToken=7f663650-4106-4570-9f5a-b79e06314eb8,NZ Rangehood Installers Ltd,"location: OtagoOtagoarea: DunedinDunedin,$20 - $29.99 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Maintenance & Handyperson ServicesMaintenance & Handyperson Services,"8d ago,at",$20 - $29.99 per hour
